Country,Survey,PopClass,FoodexL1,Metrics,NrConsumers,PercConsumers,Mean,STD,P5,P10,Median,P95,P97,P99
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Animal and vegetable fats and oils,A.01.001346,449,99.80,31.54,17.53,10.17,13.05,27.25,64.79,79.05,85.15
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Fruit and vegetable juices,A.01.001394,203,45.10,130.25,82.47,24,45,118,266.5,343.5,385
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,449,99.80,854.3,369.6,315.75,416,801.25,"1,519.50","1,742.50","1,870.00"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Alcoholic beverages,A.01.001534,215,47.80,184.71,157.35,25.3,35.2,140,500,600,674
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Drinking water (water without any additives except,A.01.001573,419,93.10,469.58,389.01,64.17,100,368.26,"1,224.00","1,465.50","1,942.00"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,"Herbs, spices and condiments",A.01.001580,388,86.20,28.45,25.74,2.5,4.99,23.21,73.3,103.25,123.4
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Food for infants and small children,A.01.001715,1,0.20,30,0,30,30,30,30,30,30
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Products for special nutritional use,A.01.001748,213,47.30,7.67,28.59,0.4,0.45,1.72,17.35,100,165.9
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Composite food (including frozen products),A.01.001789,287,63.80,168.32,128.42,17,25,142.5,398.8,450.75,596
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,"Snacks, desserts, and other foods",A.01.001877,225,50.00,98.12,69.77,10,24.5,87.55,243.8,298.7,321.55
Romania,Dieta Pilot Adults,Adults,Grains and grain-based products,A.01.000001,"1,253",99.90,177.02,92.99,58.57,76.79,164.25,352.59,408.9,495.88
Romania,Dieta Pilot Adults,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"1,254",100.00,381.53,193.53,146.5,180.04,343.86,744.98,854.75,"1,051.30"
Romania,Dieta Pilot Adults,Adults,Starchy roots and tubers,A.01.000467,"1,222",97.40,117.71,70.38,21.43,37.47,109.43,253.43,284.57,323.57
Romania,Dieta Pilot Adults,Adults,"Legumes, nuts and oilseeds",A.01.000486,786,62.70,28.87,22.84,4.29,7.14,22.86,71.43,85,109.29
Romania,Dieta Pilot Adults,Adults,Fruit and fruit products,A.01.000544,"1,198",95.50,160.58,143.7,14.57,30,124.36,411,518,726.79
Romania,Dieta Pilot Adults,Adults,Meat and meat products (including edible offal),A.01.000727,"1,250",99.70,192.82,92.97,67.43,85.71,183.57,365.07,412.58,481.71
Romania,Dieta Pilot Adults,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,518,41.30,42.73,39.1,5.71,14.81,34.92,121.43,153.86,164.29
Romania,Dieta Pilot Adults,Adults,Milk and dairy products,A.01.000948,"1,251",99.80,148.94,97.88,23.66,38.51,133.15,328.71,380.21,458.33
Romania,Dieta Pilot Adults,Adults,Eggs and egg products,A.01.001252,"1,208",96.30,36.73,25.8,6.43,8.64,32.29,84.71,96.71,122.07
Romania,Dieta Pilot Adults,Adults,Sugar and confectionary,A.01.001267,"1,112",88.70,18.86,17.12,0.93,2.52,13.99,52.57,64.31,74.71
Romania,Dieta Pilot Adults,Adults,Animal and vegetable fats and oils,A.01.001346,"1,254",100.00,50.89,22.8,19.54,24.29,47.91,91,102.57,118.5
Romania,Dieta Pilot Adults,Adults,Fruit and vegetable juices,A.01.001394,709,56.50,15.11,42.05,1.07,1.57,5.71,50,102.14,220
Romania,Dieta Pilot Adults,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,235",98.50,219.92,200.71,33.57,57.14,167.86,558.83,697.86,910.71
Romania,Dieta Pilot Adults,Adults,Alcoholic beverages,A.01.001534,525,41.90,213.86,247.24,4.65,25,141.43,742.86,935.71,"1,085.71"
Romania,Dieta Pilot Adults,Adults,Drinking water (water without any additives except,A.01.001573,"1,249",99.60,393.98,492.41,58.92,84.44,207.91,"1,574.29","2,043.14","2,215.71"
Romania,Dieta Pilot Adults,Adults,"Herbs, spices and condiments",A.01.001580,"1,254",100.00,8.89,5.75,2.59,3.57,7.57,18.64,22.1,28.41
Romania,Dieta Pilot Adults,Adults,Products for special nutritional use,A.01.001748,3,0.20,5.48,8.25,0.71,0.71,0.71,15,15,15
Romania,Dieta Pilot Adults,Adults,Composite food (including frozen products),A.01.001789,"1,055",84.10,46.31,31.06,4.29,11.43,42.86,99.86,115.71,150
Romania,Dieta Pilot Adults,Adults,"Snacks, desserts, and other foods",A.01.001877,504,40.20,34.26,33.47,1.86,6.43,28.21,92.86,121.43,163.57
Romania,Dieta Pilot Adults,Elderly,Grains and grain-based products,A.01.000001,82,98.80,200.96,106.85,70.33,86.9,168.83,407.14,434.71,561.66
Romania,Dieta Pilot Adults,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,83,100.00,382.61,163.72,154.14,202,351,661.71,706.82,849.91
Romania,Dieta Pilot Adults,Elderly,Starchy roots and tubers,A.01.000467,81,97.60,121.98,61.31,37.14,43.6,112,212.48,239.51,340.71
Romania,Dieta Pilot Adults,Elderly,"Legumes, nuts and oilseeds",A.01.000486,49,59.00,21.86,18.46,4.29,6.59,14.29,67.23,71.43,91.43
Romania,Dieta Pilot Adults,Elderly,Fruit and fruit products,A.01.000544,80,96.40,176.75,155.43,14.29,46.71,116.79,546.77,636.86,728.18
Romania,Dieta Pilot Adults,Elderly,Meat and meat products (including edible offal),A.01.000727,83,100.00,152.28,79.94,44.21,63.46,147,321.21,329.61,361.59
Romania,Dieta Pilot Adults,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,34,41.00,63.42,90.79,9,11.43,42.07,143,546.1,546.1
Romania,Dieta Pilot Adults,Elderly,Milk and dairy products,A.01.000948,83,100.00,180.59,103.9,35.71,48.57,170.97,350.65,438.64,542.86
Romania,Dieta Pilot Adults,Elderly,Eggs and egg products,A.01.001252,78,94.00,35,28.52,4.64,9.86,28.46,78.67,120.43,172.86
Romania,Dieta Pilot Adults,Elderly,Sugar and confectionary,A.01.001267,73,88.00,15.69,14.68,0.29,1.29,13.29,38.29,47.93,96.48
Romania,Dieta Pilot Adults,Elderly,Animal and vegetable fats and oils,A.01.001346,83,100.00,47.93,19.94,21.14,23.15,45,82.26,90.13,93.14
Romania,Dieta Pilot Adults,Elderly,Fruit and vegetable juices,A.01.001394,41,49.40,5.78,3.89,2.14,2.14,5.71,11.43,11.43,15.71
Romania,Dieta Pilot Adults,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,82,98.80,239.64,263.59,50,75.71,163.21,512.43,810,"2,107.14"
Romania,Dieta Pilot Adults,Elderly,Alcoholic beverages,A.01.001534,25,30.10,108.04,151.79,12.57,21.43,71.43,303.57,714.29,714.29
Romania,Dieta Pilot Adults,Elderly,Drinking water (water without any additives except,A.01.001573,83,100.00,355.69,489.11,60,85.71,206.74,"1,646.29","2,084.74","2,314.29"
Romania,Dieta Pilot Adults,Elderly,"Herbs, spices and condiments",A.01.001580,83,100.00,8.05,4.38,2.8,3.53,7,16.91,19.47,23.36
Romania,Dieta Pilot Adults,Elderly,Composite food (including frozen products),A.01.001789,59,71.10,42.74,28.02,8.14,16.29,37.71,108.29,109.27,124.29
Romania,Dieta Pilot Adults,Elderly,"Snacks, desserts, and other foods",A.01.001877,21,25.30,25.31,24.62,6.43,7.14,14.29,85.71,100,100
Romania,Dieta Pilot Adults,Very elderly,Grains and grain-based products,A.01.000001,45,100.00,246.23,136.54,105.21,115.55,194.44,526.23,562.25,572.84
Romania,Dieta Pilot Adults,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,45,100.00,391.1,164.43,204,240.92,356.32,668.79,714.11,"1,072.10"
Romania,Dieta Pilot Adults,Very elderly,Starchy roots and tubers,A.01.000467,44,97.80,110.37,53.23,38.57,41.78,107,184.86,188,242.71
Romania,Dieta Pilot Adults,Very elderly,"Legumes, nuts and oilseeds",A.01.000486,32,71.10,28.43,17.76,5.71,11.43,24.29,59.06,83.71,83.71
Romania,Dieta Pilot Adults,Very elderly,Fruit and fruit products,A.01.000544,44,97.80,153.58,153.02,6,12.86,118.51,293.86,421.71,936.71
Romania,Dieta Pilot Adults,Very elderly,Meat and meat products (including edible offal),A.01.000727,44,97.80,154.11,85.88,50.14,67.68,130.18,306.15,347.41,374.64
Romania,Dieta Pilot Adults,Very elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,16,35.60,53.52,48.05,7.14,17.86,40.21,164.29,164.29,164.29
Romania,Dieta Pilot Adults,Very elderly,Milk and dairy products,A.01.000948,45,100.00,181.42,128.17,15.43,50,159.29,429.89,499.71,623.71
Romania,Dieta Pilot Adults,Very elderly,Eggs and egg products,A.01.001252,43,95.60,32.38,23.86,7.14,8.57,27.97,86.71,86.71,120.14
Romania,Dieta Pilot Adults,Very elderly,Sugar and confectionary,A.01.001267,41,91.10,13.31,11.57,0.86,1,10.09,32.68,39,52.4
Romania,Dieta Pilot Adults,Very elderly,Animal and vegetable fats and oils,A.01.001346,45,100.00,49.9,22.37,22.59,24,45,94.04,99.8,107.65
Romania,Dieta Pilot Adults,Very elderly,Fruit and vegetable juices,A.01.001394,18,40.00,19.6,37.11,0.36,2.14,6.07,127.86,127.86,127.86
Romania,Dieta Pilot Adults,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,45,100.00,230.16,199.66,32.14,39.29,178.57,535,603.57,"1,107.14"
Romania,Dieta Pilot Adults,Very elderly,Alcoholic beverages,A.01.001534,18,40.00,149.48,212.03,3.05,3.57,62.5,767.86,767.86,767.86
Romania,Dieta Pilot Adults,Very elderly,Drinking water (water without any additives except,A.01.001573,45,100.00,279.36,282.99,59.66,74.29,204.86,"1,111.43","1,243.33","1,243.33"
Romania,Dieta Pilot Adults,Very elderly,"Herbs, spices and condiments",A.01.001580,45,100.00,7.94,6.22,3.63,3.81,5.55,16.99,20.26,38.2
Romania,Dieta Pilot Adults,Very elderly,Composite food (including frozen products),A.01.001789,32,71.10,40.24,25.26,6.43,8.14,32.79,89.14,90.02,90.02
Romania,Dieta Pilot Adults,Very elderly,"Snacks, desserts, and other foods",A.01.001877,8,17.80,16.13,9.68,2.57,2.57,14.29,35.71,35.71,35.71
Sweden,National Food Administration,Other children,Grains and grain-based products,A.01.000001,"1,473",100.00,171.91,66.39,81.75,96.89,163.45,293.31,328.5,356.41
Sweden,National Food Administration,Other children,Vegetables and vegetable products (including fungi,A.01.000317,"1,324",89.90,42.19,36.8,3.75,7.25,32.75,114.25,141.75,163.33
Sweden,National Food Administration,Other children,Starchy roots and tubers,A.01.000467,"1,386",94.10,90.18,58.76,18.75,23.75,81.25,195,231.25,277.5
Sweden,National Food Administration,Other children,"Legumes, nuts and oilseeds",A.01.000486,307,20.80,10.5,10.5,1.75,2.25,7.5,32.75,45,53
Sweden,National Food Administration,Other children,Fruit and fruit products,A.01.000544,"1,399",95.00,121.68,79.24,17,30.5,108.5,274.25,303,353
Sweden,National Food Administration,Other children,Meat and meat products (including edible offal),A.01.000727,"1,468",99.70,67.46,36.28,18.55,26.5,61.48,136.5,151.5,174.75
Sweden,National Food Administration,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,896,60.80,25.71,20.14,3,6.25,22.5,61.25,75,97.5
Sweden,National Food Administration,Other children,Milk and dairy products,A.01.000948,"1,467",99.60,471.73,232.43,128.75,188,444.98,895.25,994.13,"1,102.13"
Sweden,National Food Administration,Other children,Eggs and egg products,A.01.001252,399,27.10,13.89,11.8,0.83,1.5,12.5,37.5,40,62.5
Sweden,National Food Administration,Other children,Sugar and confectionary,A.01.001267,"1,253",85.10,26.89,25.53,1.25,3,20.25,75,100.28,119
Sweden,National Food Administration,Other children,Animal and vegetable fats and oils,A.01.001346,"1,464",99.40,11.02,7.4,2.25,3.54,9.5,24.18,27.75,33.75
Sweden,National Food Administration,Other children,Fruit and vegetable juices,A.01.001394,744,50.50,121.95,98.91,18.75,26.25,100,315,367.5,496.25
Sweden,National Food Administration,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,387",94.20,249.32,171.76,50,75,206,568.75,669.5,805.5
Sweden,National Food Administration,Other children,Alcoholic beverages,A.01.001534,49,3.30,66.57,33.1,25,25,56.25,132.5,137.5,137.5
Sweden,National Food Administration,Other children,Drinking water (water without any additives except,A.01.001573,"1,292",87.70,173.34,160.92,3.75,7.5,129.45,480.63,588.44,739.5
Sweden,National Food Administration,Other children,"Herbs, spices and condiments",A.01.001580,"1,365",92.70,25.21,24.21,0.42,1.5,18.56,71.5,85.88,110.55
Sweden,National Food Administration,Other children,Food for infants and small children,A.01.001715,36,2.40,214.03,154.57,25,37.5,200,550,625,625
Sweden,National Food Administration,Other children,Products for special nutritional use,A.01.001748,270,18.30,5.67,34.44,0.25,0.25,1,11.25,37.5,150
Sweden,National Food Administration,Other children,Composite food (including frozen products),A.01.001789,"1,465",99.50,141.1,90.29,30,43,124.38,310.5,368.75,427.25
Sweden,National Food Administration,Other children,"Snacks, desserts, and other foods",A.01.001877,"1,251",84.90,38.36,30.88,4.5,7.5,31.25,96,109.5,135.25
Sweden,National Food Administration,Adolescents,Grains and grain-based products,A.01.000001,"1,017",99.90,179.95,70.79,79.38,95.13,173.01,312.75,342.75,370
Sweden,National Food Administration,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,821,80.60,36.87,37.31,3.5,5.5,25.75,103.75,133.25,174.15
Sweden,National Food Administration,Adolescents,Starchy roots and tubers,A.01.000467,959,94.20,111.87,69.51,21.25,37.5,100,245,278.75,337.31
Sweden,National Food Administration,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,202,19.80,14.6,19.02,1.5,2.25,9,38.25,64.5,108
Sweden,National Food Administration,Adolescents,Fruit and fruit products,A.01.000544,844,82.90,88.76,77.27,7.5,13.25,71.13,239.5,275,362
Sweden,National Food Administration,Adolescents,Meat and meat products (including edible offal),A.01.000727,"1,004",98.60,75.35,41.57,15.75,25,70.25,152.25,171,191.25
Sweden,National Food Administration,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,527,51.80,30.96,24.16,3.75,6.25,25,75,97.5,122.5
Sweden,National Food Administration,Adolescents,Milk and dairy products,A.01.000948,"1,009",99.10,446.16,254.84,102.5,157.5,409.58,926.5,"1,092.00","1,223.00"
Sweden,National Food Administration,Adolescents,Eggs and egg products,A.01.001252,189,18.60,14.24,10.58,1.5,2.25,12.5,37.5,43.75,50
Sweden,National Food Administration,Adolescents,Sugar and confectionary,A.01.001267,844,82.90,32.25,32.01,1.25,2.75,22.75,94,112.5,143.5
Sweden,National Food Administration,Adolescents,Animal and vegetable fats and oils,A.01.001346,990,97.20,10.02,7.11,1.5,2.75,8.75,23,27,35
Sweden,National Food Administration,Adolescents,Fruit and vegetable juices,A.01.001394,485,47.60,143.76,122.97,8,50,105,375,433.25,535.25
Sweden,National Food Administration,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,919,90.30,300.28,216.38,50,75,254,724.5,850,933.25
Sweden,National Food Administration,Adolescents,Alcoholic beverages,A.01.001534,41,4.00,118,93.8,25,25,100,325,325,350
Sweden,National Food Administration,Adolescents,Drinking water (water without any additives except,A.01.001573,886,87.00,216.68,232.55,4.69,11.25,150,625,856.75,"1,062.50"
Sweden,National Food Administration,Adolescents,"Herbs, spices and condiments",A.01.001580,859,84.40,26.09,26.01,0.32,0.63,18.43,77,91.75,119.75
Sweden,National Food Administration,Adolescents,Food for infants and small children,A.01.001715,1,0.10,450,0,450,450,450,450,450,450
Sweden,National Food Administration,Adolescents,Products for special nutritional use,A.01.001748,187,18.40,5.9,23.01,0.25,0.25,0.75,15,125,125.25
Sweden,National Food Administration,Adolescents,Composite food (including frozen products),A.01.001789,"1,014",99.60,152.67,93.4,32.5,50,135.25,320,357.5,439.5
Sweden,National Food Administration,Adolescents,"Snacks, desserts, and other foods",A.01.001877,708,69.50,35.97,32.29,3.25,6,27,92.5,120,156.25
Sweden,Swedish National Dietary Survey - Riksmaten adults 2010-11,Adults,Grains and grain-based products,A.01.000001,"1,426",99.70,182.18,87,60.33,83.88,171.03,339.56,385.15,430.5
Sweden,Swedish National Dietary Survey - Riksmaten adults 2010-11,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"1,317",92.10,78.53,72.78,8.75,14.7,58.79,209.57,258.95,328.23
Sweden,Swedish National Dietary Survey - Riksmaten adults 2010-11,Adults,Starchy roots and tubers,A.01.000467,"1,168",81.70,129.45,110.88,22.75,31.63,101.25,328.22,407.25,560.63
Sweden,Swedish National Dietary Survey - Riksmaten adults 2010-11,Adults,"Legumes, nuts and oilseeds",A.01.000486,569,39.80,24.66,26.34,2.25,4.5,16.36,71.5,91.5,146.25
Sweden,Swedish National Dietary Survey - Riksmaten adults 2010-11,Adults,Fruit and fruit products,A.01.000544,"1,254",87.70,138.26,108.56,14.85,24.8,114.75,340,389.5,460.35
Sweden,Swedish National Dietary Survey - Riksmaten adults 2010-11,Adults,Meat and meat products (including edible offal),A.01.000727,"1,396",97.60,134.68,84.62,28.05,43.35,119.68,304.75,341.63,425.75
Sweden,Swedish National Dietary Survey - Riksmaten adults 2010-11,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,"1,049",73.40,56.65,47.96,4.13,8.25,44,153.75,184.43,229.23
Sweden,Swedish National Dietary Survey - Riksmaten adults 2010-11,Adults,Milk and dairy products,A.01.000948,"1,419",99.20,289.15,210.01,36.25,66.75,250.75,692.5,837,"1,007.50"
